ID,Name,First,Last,City,State,Publisher,Subject,Link
3268,"Janus",1940,,"St. Louis","Missouri","Janus Publishing Company","Travel | History",
3269,"JARUM",1974,,"Detroit","Michigan","Jefferson Avenue Revolutionary Union Movement","Trade Unions | Labor | Dodge Revolutionary Union Movement | Automobile industry workers",
3270,"The Jarvis Informer",1990,,"Hawkins","Texas","Jarvis Christian College, Department of Public and College Relations","Jarvis Christian College (Hawkins, TX) | Colleges and universities—Students",
3271,"Jarvis Journal",1994,,"Hawkins","Texas","Jarvis Christian College (Hawkins, TX)","Jarvis Christian College (Hawkins, TX) | Colleges and universities—Faculty and staff",
3272,"Jarvis Reflections",1982,,"Hawkins","Texas","Jarvis Christian College (Hawkins, TX)","Jarvis Christian College (Hawkins, TX) | Colleges and universities—Students | Colleges and universities—Faculty and staff",
3273,"Jarvis/Industry Cluster Newsletter",1982,,"Hawkins","Texas","Jarvis Christian College (Hawkins, TX)","Jarvis Christian College (Hawkins, TX) | Colleges and universities—Administration",
3274,"The Jarvisonian",1967,,"Hawkins","Texas","Jarvis Christian College (Hawkins, TX)","Jarvis Christian College (Hawkins, TX) | Colleges and universities—Students",
3275,"The Jazz Catalyst",1978,,"New York","New York","Universal Jazz Coahtion, Inc.","Music | Jazz",
3276,"Jazz Spotlite News: African-American Classical Music/Jazz News",1979,,"New York","New York","Jazz Spotlite Productions","Music | Jazz | Classical music",
3277,"J.C.S.U. Alumni Journal",1927,,"Charlotte","North Carolina","Johnson C. Smith University (Charlotte, NC)","Johnson C. Smith University (Charlotte, NC) | Colleges and universities—Alumni",
3278,"Jefferson Booster",1937,1938,"Broadacre","Ohio","Civilian Conservation Corps","Civilian Conservation Corps",
3280,"Jefferson Excavator",1934,1936,"Broadacre","Ohio","Civilian Conservation Corps","Civilian Conservation Corps",
3281,"The Jeffersonian",1937,1937,"Speedwell","Virginia","Civilian Conservation Corps","Civilian Conservation Corps",
3282,"The Jeffersonian",1931,,"Parkersburg","Virginia","Sumner High School","Sumner High School (Parkersburg, WV) | High schools—Students | High school newsletter",
3283,"La Jenes an Avan: ann bati yon bel avni pou ayiti ak ayisyen",1990,,"North Miami Beach","Florida","SAKAM","Haitian students | Education",
3284,"Jersey Camera",1951,,"Newark","New Jersey","Jersey Camera Publishing Co.","Fraternal organizations",
3286,"Jersey Girl",1993,,"Irvington","New York","Heard, Emory","Women | Lifestyle | Fitness | Fashion | Dating | Beauty",
3287,"The Jersey Heritage",1992,1996,"Jersey City","New Jersey","Afro-American Historical and Genealogical Society, Inc., New Jersey Chapter","History | Genealogy",
3289,"Jerusalem Viewpoint",1988,,"Washington","District of Columbia","Hebrew Israelite Community","Middle East | Jews | African diaspora | Africa",
3290,"Jet",1951,,"Chicago","Illinois","Johnson Publishing Co.","Politics | Entertainment | Education | Business",
3292,"JFY",1993,,"Brooklyn","New York","Be Open Corporation","Sex | Homosexuality | Gay men | Bisexuals",
3293,"Jihad News",1973,,"San Francisco","California","Jihad News Service","Radical politics",
3294,"Jive: Black Confessions",1953,,"Lynbrook","New York","Sterling Macfadden Partnership","Romance stories | Fashion | Confession stories | Astrology",
3295,"Jive",1952,,"Fort Worth","Texas","Pringle, Beatrice","Entertainment",
3297,"Job-Scene",1989,,"Chicago","Illinois","Oqueri, Odu Ikechi","Jobs | Employment | Business enterprises",
3298,"JOCEPS: Journal of Chi Eta Phi Sorority",1949,,"Chicago","Illinois","Chi Eta Phi Sorority","Fraternities and sororities | Chi Eta Phi Sorority",
3300,"John Hoy Presents TUT: The Universal Truth",1991,1992,"Hampton","Virginia","Hoy, John","History",
3301,"Johnson Journal",1993,1994,"New York","New York","Johnson Group, Inc.","Employment | Careers",
3302,"Jonathan Fox",1993,,"Richton Park","Illinois","Mariah Graphics","Comic books, strips, etc.",
3304,"JOR Quarterly: Journal of Rap Expression and Hip Hop Culture",1991,,"Philadelphia","Pennsylvania","Universal World Music Communications","Rap music | Music | Hip hop culture",
3305,"The Josephite",1898,,"Montgomery","Alabama","Epiphany Apostolic College (Montgomery, AL)","St. Joseph’s College for Negro Catechists (Montgomery, AL) | Religious education | Missions | Colleges and universities | Catholic Church",
3306,"The Josephite Harvest",1888,,"Baltimore","Maryland","St. Joseph’s Society of the Sacred Heart (Baltimore, MD)","Missions | Catholic Church",
3307,"Josephite Missions",1916,,"Baltimore","Maryland","Epiphany Apostolic College (Montgomery, AL)","Missions | Epiphany Apostolic College (Baltimore, MD)",
3309,"THe Journal",1935,,"Okmulgee","Oklahoma","Oklahoma Association of Negro Teachers (O.A.N.T.)","Teachers | Education",
3310,"Journal",1915,,"Indianapolis","Indiana","Kappa Alpha Psi Fraternity","Kappa Alpha Psi Fraternity | Fraternities and sororities",
3313,"Journal for Minority Medical Students",1988,,"St. Rose","Louisiana","Bowers, Bill","Medical education | Education (Higher)",
3314,"Journal of African American Men",1995,,"Bloomington","Indiana","David Walker Research Institute","Sociology | Research | Men",
3315,"Journal of African American Male Studies",1992,1993,"Lawrence","Kansas","National Council of African American Men, Inc.","Men",
3316,"The Journal of African-Afro-American Affairs",1977,1980,"Flint","Michigan","University of Chicago Press","Suffrage | Politics | History | Civil rights | Africa",
3317,"The Journal of Afro-American Issues",1972,1977,"Washington","District of Columbia","Johnson, Roosevelt","Politics | Literary criticism | Education | Economics | Affirmative action",
3320,"Journal of Black Health Perspectives",1974,,"Berkeley","California","Masks, Inc.","Medicine | Health",
3321,"The Journal of Black Higher Education",1981,,"Atlanta","Georgia","Jelks, Lo","Historically black colleges | Education (Higher)",
3323,"The Journal of Black Psychology",1974,,"Washington","District of Columbia","Association of Black Psychologists","Psychology",
3324,"Journal of Black Studies",1970,,"Newbury Park","California","Sage Periodicals Press","Sociology | Religion | Psychology | Politics | Literary theory | History | Education | Economics | Business | Afrocentrism",
3326,"The Journal of Business and Economic Studies",1989,,"Grambling","Louisiana","Grambling State University, College of Business","Economics | Colleges and universities—Faculty and staff | Business",
3327,"Journal of Caribbean Studies",1980,,"Lexington","Kentucky","Association of Caribbean Studies","Caribbean studies | Caribbean area",
3328,"The Journal of Christian Education of the African Methodist Episcopal Church",1936,,"Nashville","Tennessee","African Methodist Episcopal Church","Religious education | African Methodist Episcopal Church",
3329,"The Journal of Education of the Missouri State Association of Negro Teachers",1935,1948,"St. Louis","Missouri","Missouri State Association of Negro Teachers","Teaching | Missouri State Association of Negro Teachers | Education",
3330,"Journal of Health Care for the Poor and Underserved.",1990,,"Nashville","Tennessee","Meharry Medical College, Institute on Health Care for the Poor and Underserved","Poor—Medical care | Health Care | Health",
3332,"Journal of Learning Improvement",1992,,"Grambling","Louisiana","Grambling State University, College of Education","Educational innovations | Education (Higher)",
3333,"The Journal of Minority Aging",1975,,"Durham","North Carolina","National Council on Black Aging","Aging",
3334,"Journal of Multicultural Counseling and Development.",1972,,"Alexandria","Virginia","Development","Sociology | Psychology | Educational counseling | Counseling | Children",
3335,"Journal of National Black Nurses Association: JNBNA Journal",1986,,"Washington","District of Columbia","National Black Nurses Association","Nursing | Health Care | Health",
3336,"The Journal of National Black Associations",1978,,"Hyattsville","Maryland","Williams, Charles E.","Associations—Directories",
3337,"Journal of Negro Business",1946,,"Birmingham","Alabama","National Negro Business League","National Negro Business League | Conventions | Business",
3339,"The Journal of Negro History",1916,,"Washington","District of Columbia","Association for the Study of Negro Life and History","Religion | Politics | Literature | History",
3340,"Journal of Negro Life in Chicago",1940,,"Chicago","Illinois","Chicago Urban League","Urban life | Race relations | Community newsletter",
3341,"The Journal of Pan African Studies",1987,,"Fresno","California","California Institute of Pan African Studies, Inc. (Fresno, CA)","Pan African studies | Afrocentrism | African-American studies",
3342,"The Journal of Race Development",1910,1919,"Worcester","Massachusetts","Clark University (Worchester, MA)","Race relations | Colleges and universities",
3343,"The Journal of Religious Thought",1943,,"Washington","District of Columbia","Howard University, School of Divinity","Theology | Religion | Colleges and universities",
3344,"Journal of Research On Minority Affairs",1990,,"Baltimore","Maryland","Coppin State College, Reseach Institute on Minority Affairs","Sociology | Research | Economics | Colleges and universities",
3345,"Journal of Social and Behavioral Scientists",1955,1992,"Grambling","Louisiana","Grambling State University (Grambling, LA)","Social science | Colleges and universities | Behavioral science",
3347,"The Journal of the College Alumnae Club of Washington, DC",1925,,"Washington","District of Columbia","College Alumnae of Washington, DC","World War II | Women | Education (Higher)",
3348,"The Journal of the Columbian Educational Elementary- Secondary Association",1926,1951,"Washington","District of Columbia","Columbian Educational Elementary-Secondary Association","Teaching | Education (Primary) | Education",
3349,"Journal of the Interdenominational Theological Center.",1973,,"Atlanta","Georgia","Interdenominational Theological Center","Theology | Religion",
3350,"Journal of the Methodist Theological Seminary School in Ohio",1962,,"Delaware","Ohio","Methodist Theological Seminary School in Ohio","Theology | Methodist Theological Seminary School in Ohio (Delaware, OH)",
3351,"Journal of the National Association of College Women.",1923,,"Washington","District of Columbia","National Association of College Women","Women in higher education | Women | Race relations | Employment",
3352,"Journal of the National Pharmaceutical Association.",1954,,"Washington","District of Columbia","National Pharmaceutical Association","Pharmacy | Health",
3353,"Journal of the National Technical Association",1927,1985,"Washington","District of Columbia","National Technical Association","Technology | National Technical Association | Engineers | Architects",
3354,"Journal of the National Medical Association",1909,,"Norwalk","Connecticut","National Medical Association","National Medical Association | Medicine | Health",
3356,"Journal of the Volunteer State Medical Association.",1959,,"Nashville","Tennessee","Meharry Medical College (Nashville, TN)","Volunteer State Medical Association | Medicine | Health Care",
3357,"A Journal of Urban Ministry",1979,,"Indianapolis","Indiana","St. Maur Theological Center (Indianapolis, IN)","Urban life | Education | Catholic Church",
3358,"The Journal on Political Repression",1975,,"Washington","District of Columbia","Journal on Political Repression, Inc.","Politics | Police brutality | Civil rights",
3359,"Joy of Jesus Newsletter",1983,,"Detroit","Michigan","Joy of Jesus","Youth—Religous life",
3360,"Joyful Noise",1993,,"Gainesville","Florida","Maxwell, William Wise","Religion | Family | Education",
3361,"JSU Focus",1978,1978,"Jackson","Mississippi","Jackson State University, Department of Mass Communications","Jackson State University (Jackson, MS) | Community newsletter | Colleges and universities—Students",
3362,"JSU Focus Two",1980,1981,"Jackson","Mississippi","Jackson State University, Department of Mass Communications","Journalism | Jackson State University (Jackson, MS) | Community newsletter",
3363,"The JSU Graduate Star",1988,1988,"Jackson","Mississippi","Jackson State University, Graduate Student Association","Jackson State University (Jackson, MS) | Colleges and universities—Graduate students",
3364,"The JSU Review",1981,1982,"Jackson","Mississippi","Jackson State University, Office of Admissions","Jackson State University (Jackson, MS) | Colleges and universities—Admissions",
3365,"Jubilee News - Jubilee Theatre",1993,,"Fort Worth","Texas","Jubilee Theatre","Theater | Jubilee Theatre",
3366,"Judgement Times",1982,,"Boston","Massachusetts","Judgement Times","Reggae music | Music",
3367,"Ju-Ju: Research Papers in Afro-American Studies",1975,1977,"Cleveland","Ohio","Case Western Reserve University","Poetry | Art | African-American studies",
3368,"Jujus' Jubilee",1987,,"Normal","Illinois","Illinois State University","Short stories | Poetry | Literature | Colleges and universities",
3370,"Julius Rosenwald Fund",1928,,"Chicago","Illinois","Julius Rosenwald Fund","Education",
3371,"Jump Bad",1974,,"Berkeley","California","Adams, Gregory","Sports | Short stories | Poetry | Music | Health | Film reviews | Fashion | Education | Economics | Culture | Beauty | Art",
3373,"Jumuiya",1989,1990,"Madison","Wisconsin","University of Wisconsin-Madison, Committee for the African Diaspora","African diaspora | Africa",
3375,"Junior High School Review",1919,,"Washington","District of Columbia","Robert Gould Shaw Junior High School","School newsletter | Robert Gould Shaw Junior High School (Washington, DC) | High schools—Students",
3376,"The Jurist: The Howard University School of Law News Journal",1986,,"Washington","District of Columbia","Howard University, School of Law","Law school | Howard University School of Law | Colleges and universities—Students | Colleges and universities—Faculty and staff | Colleges and universities—Alumni",
3378,"Just for Black Men",1996,,"Paramus","New Jersey","Blassingame, John","Sports | Men | Lifestyle | Health | Fitness | Entertainment | Art",
3379,"Just for Us Magazine",1993,,"Dallas","Texas","Just for Us Ministries","Teenagers | Religion | Just for Us Youth Ministries | Children",
3381,"Justice Chronicle",1995,,"Grambling","Louisiana","Grambling State University (Grambling, LA)","Grambling State University (Grambling, LA) | Colleges and universities—Students",
3382,"Justice Speaks: Black Workers for Justice",1982,,"Durham","North Carolina","Black Workers for Justice","Labor | Civil rights",
3383,"Kaleidoscope",1975,,"Hampton","Virginia","Michele Clark Media Society","Women in media",
3398,"Kansas Voice",1946,,"Wichita","Kansas","Brock, George","National Association for the Advancement of Colored People",
3401,"Kappa Alpha Psi Fraternity Newsletter",1987,,"New York","New York","Kappa Alpha Psi Fraternity","Kappa Alpha Psi Fraternity | Fraternity newsletter | Fraternities and sororities",
3402,"Kappa News",1987,,"New York","New York","Kappa Alpha Psi Fraternity","Kappa Alpha Psi Fraternity | Fraternity newsletter | Fraternities and sororities | Colleges and universities—Alumni",
3403,"The Karamu News",1972,1975,"Cleveland","Ohio","Karamu House","Theater | Performing arts | Karamu House | Dance | Art",
3404,"KC Model Cities",1969,,"Kansas City","Missouri","Model Cities Program","Urban renewal | City planning",
3405,"The Kealing Clarion",1936,,"Austin","Texas","Kealing Junior School","Kealing Junior School (Austin, TX) | High school newsletter",
3406,"Keepin On",1967,,"Albany","Georgia","Southwest Georgia Project for Community Education Inc.","Race relations | Education",
3407,"Keith Knight’s The K Chronicles",1993,,"San Francisco","California","Knight, Keith","Comic books, strips, etc.",
3409,"The Kelly Miller Citizen",1949,,"Washington","District of Columbia","Kelly Miller Junior High","Kelly Miller Junior High (Washington, DC) | High school newsletter",
3410,"Kelly Miller’s Monographic Magazine",1913,1913,"Washington","District of Columbia","Miller, Kelly","Politics | History | Education",
3411,"The Kemit Report",1991,,"Seat Pleasant","Maryland","Walker, Delvin L.","Research | Religion | Afrocentrism",
3412,"Kentucky Alliance Against Racism & Political Oppression Newsletter",1975,,"Louisville","Kentucky","Kentucky Alliance Against Racism & Political Oppression","Prisoners | Lexington Grand Jury Defense Fund | Law and legislation",
3413,"Kentucky Negro Journal",1958,,"Louisville","Kentucky","J. Benjamin Horton & Associates","Politics",
3414,"The Kentucky Thorobred",1931,,"Frankfort","Kentucky","Kentucky State College (Frankfort, KY)","Kentucky State College (Frankfort, KY) | Colleges and universities—Students",
3415,"Key List Mailing: Of the Bay Area",1965,,"San Francisco","California","Student Nonviolent Coordinating Committee","Student Nonviolent Coordinating Committee | Government | Civil rights",
3417,"Keyes Report",1963,,"Anniston","Alabama","Keyes, Charles W.","Conservatism | Civil rights | Black nationalism",
3418,"The Keyhole",1935,1937,"Aledo","Illinois","Civilian Conservation Corps","Civilian Conservation Corps",
3420,"Kick",1995,,"Detroit","Michigan","Lipscomb, Curtis","Lesbians | Homosexuality | Gay men",
3421,"Kids Kollege Newsletter",1989,1989,"Jackson","Mississippi","Jackson State University, Division of Continuing Education","Jackson State College (Jackson, MS) | Education (Primary) | Children’s newspapers",
3422,"Kidz of the King",1994,,"Philadelphia","Pennsylvania","Kidz of the King Publishing","Comic books, strips, etc.",
3423,"The Kimballigh",1935,,"Kimball","Virginia","Kimball High School (Kimball, WV)","Kimball High School (Kimball, WV) | High schools—Students | High school newsletter",
3424,"King Biscuit Times",1992,,"Helena","Arkansas","Delta Broadcasting","Blues (Music)",
3425,"King Week Festival News",1991,,"Los Angeles","California","Southern Christian Leadership Conference and Martin Luther King Legacy Association of Greater Los Angeles","Martin Luther King Jr. Day | Festivals",
3426,"Kitabu",1974,,"Kent","Ohio","Kent State University, Institute for African American Affairs","Colleges and universities | African-American studies",
3427,"Kitabu Cha Jua",1966,1975,"San Francisco","California","Goncalves, Joe","Poetry | Photography | Literary criticism | Essays | Art",
3428,"Kith and Kin: Focus on Families",1983,,"Chicago","Illinois","Ancestor Hunting, Inc.","Genealogy",
3430,"Kltib",1993,1994,"San Francisco","California","Huron, Matthew","Music reviews | Music | Hip hop culture",
3433,"The K.N.E.A. Journal",1930,,"Louisville","Kentucky","Kentucky Negro Educational Association","Teaching | Kentucky Negro Educational Association | Education (Higher) | Education",
3434,"The Knob",1938,1939,"RusselviUe","Kentucky","Civilian Conservation Corps","Civilian Conservation Corps",
3435,"The Knowledge Broker",1993,,"Long Beach","California","Afrikan Study Group, Long Beach","Entertainment",
3436,"The Knox Panther",1937,1938,"Fort Knox","Kentucky","Civilian Conservation Corps","Civilian Conservation Corps",
3438,"Kobalt",1994,1994,"New York","New York","DC Comics","Comic books, strips, etc.",
3439,"Koinonia Partners",1958,,"Americus","Georgia","Koinonia Farm","Koinonia Farm | Cooperatives | Agriculture",
3440,"Kokayi",1989,,"Riverside","California","University of California-Riverside, Black Student Program","Poetry | Colleges and universities—Students",
3443,"The Krinon",1930,1947,"New York","New York","National Sorority of Phi-Delta Kappa","Sorority newsletter | Phi Delta Kappa Sorority | Fraternities and sororities",
3444,"Kronick",1994,,"Los Angeles","California","Blaq, Meshack","Music | Hip hop culture | Entertainment",
3445,"Kross Kultures",1992,,"Athens","Georgia","University of Georgia, Department of Minority Services and Programs","University of Georgia (Athens, GA) | Colleges and universities—Students",
3446,"The K.T.A. Journal",1954,,"Louisville","Kentucky","Kentucky Teachers Association","Teachers | Education",
3447,"Kujiona",1987,,"San Francisco","California","White, Eugene E.","Poetry | Art",
3448,"Kuumba",1991,1991,"Los Angeles","California","BLK Publishing Co.","Poetry | Lesbians | Homosexuality | Gay men",
3449,"Kuumba: The Black Voice Magazine",1974,1975,"New Brunswick","New Jersey","Black Voice (New Brunswick, NJ)","Short stories | Poetry | Photography",
3450,"Kuumba",1978,1984,"Wilberforce","Ohio","Central State University, Department of English","Short stories | Poetry | Photography | Essays | Colleges and universities | Central State College (Wilberforce, OH) | Art",
3452,"Kwanzaa Magazine",1989,,"Washington","District of Columbia","Better Family Life, Inc.","Lifestyle | Kwanzaa | Culture",
3454,"L. Zenobia Coleman Library News",1990,,"Tougaloo","Mississippi","Tougaloo College (Tougaloo, AL)","Libraries | L. Zenobia Coleman Library, Tougaloo College (Tougaloo, AL) | Colleges and universities—Students",
3455,"LA Magazine",1976,,"Atlanta","Georgia","Wright, James","Urban life | Travel | Fashion",
3457,"Labor Advocate",1902,,"Guthrie","Oklahoma","Blesh, O.O.","Trade Unions | Labor",
3458,"Labor Roundtable",1966,,"Savannah","Georgia","National Baptist Convention USA, Inc., Office of Labor Relations","Labor | Baptist Church",
3459,"Lacumba",1982,,"Baton Rouge","Louisiana","Southern University, Sports Information Office","Southern University and A & M College (Baton Rouge, LA) | Football | Colleges and universities—Students",
3462,"Lakansiel",1975,,"Brooklyn","New York","“Haiti-Art” Inc.","Poetry | Music | Haiti | Culture | Art",
3464,"The Lamp: College of Nursing Newsletter",1978,,"Washington","District of Columbia","Howard University (Washington, DC)","Nursing | Howard University School of Nursing | Colleges and universities",
3465,"The Lamp",1966,1986,"Miami","Florida","Florida Memorial College (Miami, FL)","Short stories | Poetry | Florida Memorial College (Miami, FL) | Essays | Colleges and universities | Art",
3466,"The Lamp",1968,,"Columbus","Ohio","Prince Hall Grand Lodge of Ohio","Prince Hall Grand Lodge of Ohio | Freemasons | Fraternal organizations",
3467,"The Lamp",1994,,"Columbus","Ohio","Burke, Deb D.","Religion",
3472,"Lane College Reporter",1901,,"Jackson","Tennessee","Lane College (Jackson, TN)","Lane College (Jackson, TN) | Colleges and universities—Students",
3473,"The Laney Highlights",1962,,"Augusta","Georgia","Lucy C. Laney High School","Lucy C. Laney High School (Augusta, GA) | High school newsletter",
3475,"Langston Hughes Review",1982,,"Athens","Georgia","Langston Hughes Society","Literature | Langston Hughes Society | Hughes, Langston | Authors",
3476,"Langston University Review",1937,,"Langston","Oklahoma","Langston University (Langston, OK)","Langston University (Langston, OK) | Colleges and universities—Students",
3477,"The Langstonian",1945,,"Danville","Virginia","John M. Langston High School","VA) | High schools—Students | High school newsletter",
3480,"The Last Trump",1991,,"Arlington","Texas","Cummings, Jeremiah","Religion | Islam | Black Muslims",
3483,"Lawyers Guild Review",1941,,"Washington","District of Columbia","National Lawyers Guild","Law and legislation",
3484,"The Layman",1944,,"New York","New York","Lay Leaders Council","Religion | Methodist Church",
3485,"LDF",1986,,"New York","New York","National Association for the Advancement of Colored People, Legal Defense and Educational Fund","Prisoners | Executions | Capital punishment",
3486,"Lead Belly Letter",1990,,"Ithaca","New York","Lead Belly Society","Music | Ledbetter, Huddie William | Leadbelly | Blues (Music)",
3488,"League Link",1961,,"Somerville","Tennessee","Original Fayette County Civic and Welfare League, Inc.","Race relations | Original Fayette County Civic and Welfare League",
3489,"The League News",1945,,"New York","New York","New York Urban League","Urban League",
3490,"League Notes",1957,,"Washington","District of Columbia","National Business League","National Business League | Business",
3491,"The Leaper: Louisiana Engineering Advancement Program",1983,,"New Orleans","Louisiana","LEAP, Inc.","Louisiana Engineering Advancement Program | Engineering",
3495,"Legacy",1984,,"Los Angeles","California","Southern Christian Leadership Conference","Southern Christian Leadership Conference of Los Angeles | King Jr., Martin Luther",
3496,"Legacy",1988,,"Washington","District of Columbia","Bethune Museum and Archives, Inc.","Women | History",
3497,"Legacy",1989,1989,"Albany","New York","New York State Martin Luther King, Jr. Commission","Civil rights",
3498,"The Legacy Newsletter",1978,,"Los Angeles","California","Martin Luther King, Jr. Legacy Association","Voting | Race relations | Civil rights",
3499,"Legally Speaking",1989,,"Baton Rouge","Louisiana","Johnson, Taylor & Thomas","Legal advice",
3500,"Legend: The African Heritage Literature Review",1991,1992,"Washington","District of Columbia","Cooper Battle Press, Inc.","Publishers and publishing | Literature | Authors",
3501,"Legionnaire Times",1940,1941,"Gilman","Illinois","Civilian Conservation Corps","Civilian Conservation Corps",
3502,"Legislative Advocate’s Report",1973,1973,"Sacramento","California","National Association for the Advancement of Colored People, West Coast Region Legislative Office","National Association for the Advancement of Colored People | Civil rights",
3503,"Legislative Bulletin",1985,,"Washington","District of Columbia","Congress of Racial Equality. See CORE Congressional Black Caucus","United States Congress | Suffrage | Law and legislation",
3504,"Legislative Memo",1969,,"Washington","District of Columbia","National Urban League, Washington Bureau","United States Congress | Law and legislation",
3505,"Legislative Release",1944,,"Washington","District of Columbia","National Non-partisan Council on Public Affairs of Alpha Kappa Alpha Sorority","Lynching | Law and legislation | Jim Crow laws",
3506,"Legislative Report",1981,,"St. Paul","Minnesota","Council on Black Minnesotans","Law and legislation | Civil rights",
3507,"Lekolye Ayisyen",1987,,"Miami","Florida","Dade County Public Schools","Haitian students | Education",
3508,"The Leland Bulletin",1927,,"Baker","Louisiana","Leland College (Baker, LA)","Leland College (Baker, LA) | Colleges and universities—Students",
3509,"The Lemoynite",1934,,"Memphis","Tennessee","Lemoyne College (Memphis, TN)","Lemoyne College (Memphis, TN) | Colleges and universities—Students",
3510,"Leon Williams Journal",1991,1993,"Philadelphia","Pennsylvania","Williams, Leon","Statistics | Politics | History | Education",
3511,"Leon Williams Journal of Education",1995,,"Philadelphia","Pennsylvania","Williams, Leon","Statistics | Politics | History | Education",
3512,"Lest We Forget",1993,,"Trotwood","Ohio","LWF Publications","Military history | History",
3513,"Let Your Motto Be.. .Resistance",1981,,"New York","New York","th Freedom Fighters","Radical politics | Black nationalism",
3516,"Letters From Boston",1975,1975,"Boston","Massachusetts","International Committee Against Racism","Race relations | CAR), Boston Chapter",
3518,"The Leveetrail",1935,1935,"Krotz Springs","Louisiana","Civilian Conservation Corps","Civilian Conservation Corps",
3520,"Liasion: Fisk University Quarterly Newsletter",1966,,"Nashville","Tennessee","Fisk University, Office of University Relations","Fisk University (Nashville, TN) | Colleges and universities—Students",
3521,"Liberation News",1971,,"Jamaica","New York","Black Liberation Party","Black power | Black Liberation Party",
3522,"The Liberator",1994,,"Atlanta","Georgia","Students for Afrikan-Amerikan Empowerment","Radical politics | Black nationalism",
3523,"The Liberator",1993,,"Blue Island","Illinois","Images and Realities","Comic books, strips, etc.",
3526,"The Liberator",1970,,"Edison","New Jersey","Middlesex County College, Central New Jersey Urban Journalism Workshop","Middlesex County College (Edison, NJ) | Journalism | Colleges and universities—Students",
3528,"The Liberator",1928,1932,"New York","New York","American Negro Labor Congress","Labor | Communism",
3529,"Liberator",1961,1971,"New York","New York","Afro-American Research Institute, Inc.","World politics | Radical politics | Civil rights | Africa",
3531,"The Liberator",1933,1934,"Columbus","Ohio","National Association for the Advancement of Colored People, Ohio Branches","National Association for the Advancement of Colored People | Civil rights",
3532,"The Liberator",1990,,"Chattanooga","Tennessee","University of Tennessee at Chattanooga’s Black Student Association","Poetry | History | Essays | Colleges and universities",
3533,"The Liberator",1990,,"Morgantown","Virginia","West Virginia University, Center for Black Culture and Research","West Virginia University (Morgantown, WV) | Colleges and universities—Students",
3534,"Liberator Journal",1994,,"Houston","Texas","Texas Southern University (Houston, TX)","Texas Southern University (Houston, TX) | Journalism | Colleges and universities—Students",
3535,"Liberia",1892,1909,"Washington","District of Columbia","American Colonization Society","Repatriation | Politics | Liberia | Business | Agriculture | Africa",
3536,"Liberian Voice",1994,,"Minneapolis","Minnesota","Liberian Voice, Inc.","Liberian-Americans",
3537,"The Liberty Bell: By Friends of Freedom",1839,1858,"Boston","Massachusetts","Prentiss and Sawyer","Slavery | Abolitionists",
3539,"Liberty House News",1971,,"Jackson","Mississippi","Liberty House","Liberty House | Crafts | Collectors and collecting",
3542,"Libline",1986,,"Princess Anne","Maryland","Land Grant & Tuskegee University Library Directors’ Association","Library science | Libraries | Colleges and universities",
3543,"Library Acquisitions",1975,1978,"Washington","District of Columbia","Howard University, School of Law, Library","Library collections | Legal education | Law and legislation | Howard University",
3544,"Library News Notes",1950,,"New Orleans","Louisiana","Dillard University (New Orleans, LA)","Library collections | Libraries | Dillard University (New Orleans, LA) | Colleges and universities",
3545,"Library Science/Educational Technology Newsletter.",1982,1983,"Jackson","Mississippi","Jackson State University, Department of Library Science","Library science | Jackson State University (Jackson, MS) | Educational technology | Colleges and universities",
3546,"Library Service Review",1948,,"Durham","North Carolina","North Carolina Negro Library Association","North Carolina Negro Library Association | Library science",
3547,"Library Staff Bulletin",1940,,"Washington","District of Columbia","Howard University, Founders Library","Library collections | Libraries | Howard University",
3548,"Library Staff Commentator",1948,1949,"Washington","District of Columbia","Howard University, University Library Association","Library collections | Libraries | Howard University",
3549,"The Life Center",1997,,"Eatonville","Florida","Life Center Church","Religion | Life Center Church",
3550,"The Life Culture Review",1917,,"Louisville","Kentucky","Patterson, J. Andrew","Psychology | Nutrition | Life extention | Health | Culture",
3551,"Life in the Spirit",1996,,"Dallas","Texas","Life in the Spirit Ministries","Religion | Evangelists | Christianity",
3552,"The Life Line",1997,,"Eatonville","Florida","Life Center Church","Religion | Life Center Church",
3553,"Life with Lyndon in the Great Society",1965,1965,"San Francisco","California","Student Nonviolent Coordinating Committee","Politics | Johnson (Lyndon) Administration | Government",
3555,"The Light",1945,,"Washington","District of Columbia","U.F.W.A.-C.I.O.","Trade Unions | Labor",
3556,"The Light",1924,,"Chicago","Illinois","Advance Publishing Co.","Entertainment",
3559,"The Light and “Heebie Jeebies”",1926,,"Chicago","Illinois","Advance Publishing Co.","Current events",
3563,"The Lighthouse",1936,1939,"Clinton","South Carolina","Civilian Conservation Corps","Civilian Conservation Corps",
3564,"The Lighthouse",1936,1936,"Cape Henry","Virginia","Civilian Conservation Corps","Civilian Conservation Corps",
3565,"The Lighthouse of Hope",1996,,"Jacksonville","Florida","Hope Chapel Christian Assembly","Religion | Hope Chapel Christian Assembly",
3566,"The ‘Lit ‘Degan",1960,,"Talladega","Alabama","Apprentice Club (Talladega, AL)","Talladega College (Talladega, AL) | Colleges and universities—Students",
3567,"Lillie Carroll Jackson Museum News",1978,,"Baltimore","Maryland","Lillie Carroll Jackson Museum","Museums | Lillie Carroll Jackson Museum (Baltimore, MD)",
